AGEP,HINCP,NP,SEX,WIF,HUPAC,HHT,RAC1P,ESR,PUMA,ST
55,3,2,1,2,4,1,1,4,100,24
31,3,4,2,3,2,1,1,2,100,24
48,3,3,2,2,4,1,1,3,100,24
28,3,4,1,3,2,1,1,1,100,24
42,3,3,2,3,3,1,1,2,100,24
38,3,3,1,3,3,1,1,1,100,24
65,2,2,2,1,4,1,1,6,100,24
56,3,2,1,2,4,1,1,4,100,24
24,3,4,1,3,2,1,1,1,100,24
28,3,4,2,3,2,1,1,2,100,24
25,3,4,2,2,2,2,1,2,100,24
65,3,2,1,2,4,1,1,5,100,24
51,3,3,1,2,4,1,1,3,100,24
46,3,3,2,3,3,1,1,3,100,24
65,3,2,1,2,4,1,1,5,100,24
45,3,3,1,3,4,1,1,2,100,24
27,3,4,2,3,2,1,1,1,100,24
37,3,3,1,3,3,1,1,2,100,24
38,3,3,1,3,3,1,1,2,100,24
29,3,4,2,3,2,1,1,1,100,24
56,3,2,1,2,4,1,1,4,100,24
65,2,2,2,2,4,1,1,6,100,24
35,3,4,2,3,3,1,1,2,100,24
21,3,4,1,3,2,1,1,1,100,24
38,3,3,1,3,3,1,1,2,100,24
31,3,4,1,3,3,1,1,1,100,24
27,3,4,1,3,2,1,1,1,100,24
30,3,4,1,3,3,1,1,1,100,24
28,3,4,1,3,2,1,1,1,100,24
31,3,4,2,3,2,1,1,2,100,24
59,3,2,1,2,4,1,1,5,100,24
60,2,2,2,2,4,1,1,5,100,24
30,3,4,1,3,2,1,1,1,100,24
33,3,3,2,2,3,3,1,3,100,24
63,2,2,2,1,4,1,1,6,100,24
39,3,3,2,3,3,1,1,2,100,24
35,2,3,2,2,3,3,1,3,100,24
18,3,4,1,3,2,1,1,1,100,24
61,2,2,2,2,4,1,1,6,100,24
58,3,2,2,2,4,1,1,5,100,24
44,3,3,2,3,3,1,1,3,100,24
50,3,3,1,2,4,1,1,3,100,24
21,3,4,1,3,2,1,1,1,100,24
60,3,2,1,2,4,1,1,5,100,24
31,3,3,2,2,3,2,1,2,100,24
28,3,4,1,3,2,1,1,1,100,24
29,3,4,2,3,2,2,1,2,100,24
24,3,4,2,3,2,1,1,1,100,24
64,3,2,1,2,4,1,1,5,100,24
25,3,4,2,2,2,2,1,2,100,24
20,4,4,1,3,2,1,1,1,100,24
42,3,3,1,3,3,1,1,2,100,24
32,3,4,2,3,3,1,1,2,100,24
28,3,4,1,3,2,1,1,1,100,24
31,3,4,2,3,2,1,1,2,100,24
75,2,2,1,1,4,1,1,6,100,24
62,2,2,2,2,4,1,1,6,100,24
54,3,2,1,2,4,1,1,3,100,24
28,3,4,2,3,2,1,1,2,100,24
29,3,4,2,3,2,1,1,2,100,24
25,3,4,1,3,2,1,1,1,100,24
60,3,2,2,2,4,1,1,5,100,24
41,3,3,1,3,3,1,1,2,100,24
68,2,2,2,1,4,1,1,6,100,24
54,3,2,1,2,4,1,1,4,100,24
29,3,4,1,3,2,1,1,1,100,24
63,3,2,1,2,4,1,1,5,100,24
47,3,3,2,3,3,1,1,2,100,24
71,2,2,1,1,4,1,1,5,100,24
29,3,4,1,3,2,1,1,1,100,24
45,3,3,1,3,4,1,1,2,100,24
23,3,4,2,3,2,1,1,1,100,24
31,3,4,2,3,2,1,1,2,100,24
39,3,4,2,3,3,1,1,2,100,24
53,3,2,1,2,4,1,1,3,100,24
64,2,2,2,1,4,1,1,6,100,24
19,2,4,2,2,2,3,1,1,100,24
52,3,2,1,2,4,1,1,3,100,24
69,2,2,1,1,4,1,1,6,100,24
32,3,4,1,3,3,1,1,1,100,24
18,3,4,1,3,2,1,1,1,100,24
31,3,3,2,2,3,3,1,2,100,24
43,3,3,1,3,4,1,1,2,100,24
69,2,2,2,1,4,1,1,6,100,24
66,2,2,2,1,4,1,1,6,100,24
18,3,4,1,3,2,1,1,1,100,24
34,3,4,2,3,3,1,1,2,100,24
67,2,2,2,1,4,1,1,6,100,24
30,3,4,2,2,2,2,1,2,100,24
35,3,4,2,3,3,1,1,2,100,24
48,3,3,1,3,4,1,1,3,100,24
64,3,2,1,2,4,1,1,5,100,24
27,3,4,1,3,2,1,1,1,100,24
30,3,4,2,3,2,2,1,2,100,24
35,3,3,1,3,3,1,1,1,100,24
41,3,3,2,3,3,1,1,2,100,24
57,3,2,2,2,4,1,1,5,100,24
22,4,4,1,3,2,1,1,1,100,24
38,3,3,2,3,3,1,1,2,100,24
52,3,3,2,2,4,1,1,4,100,24
20,4,4,1,3,2,1,1,1,100,24
35,3,4,2,3,3,1,1,2,100,24
38,3,3,1,3,3,1,1,1,100,24
37,3,4,2,3,3,1,1,2,100,24
29,3,4,1,3,2,1,1,1,100,24
53,3,3,2,2,4,1,1,4,100,24
45,3,3,2,3,3,1,1,2,100,24
24,3,4,1,3,2,1,1,1,100,24
27,3,4,1,3,2,1,1,1,100,24
56,2,2,2,2,4,1,1,5,100,24
35,3,4,2,3,3,1,1,2,100,24
25,3,4,1,3,2,1,1,1,100,24
13,4,4,1,3,1,1,1,1,100,24
23,2,3,2,2,2,3,1,1,100,24
40,3,3,1,3,3,1,1,2,100,24
66,2,2,1,1,4,1,1,5,100,24
59,3,2,1,2,4,1,1,4,100,24
54,3,3,2,2,4,1,1,5,100,24
56,3,2,1,2,4,1,1,4,100,24
37,3,4,2,3,3,1,1,2,100,24
24,3,4,1,3,2,1,1,1,100,24
43,3,3,1,3,3,1,1,2,100,24
59,3,2,2,2,4,1,1,5,100,24
25,3,4,1,3,2,1,1,1,100,24
34,3,4,2,3,3,1,1,2,100,24
45,3,3,1,3,4,1,1,2,100,24
46,2,2,2,1,4,3,1,5,100,24
25,3,4,1,3,2,1,1,1,100,24
41,3,3,1,3,3,1,1,2,100,24
38,3,3,1,3,3,1,1,2,100,24
21,3,4,2,3,2,1,1,1,100,24
33,3,4,1,3,3,1,1,2,100,24
59,3,2,2,2,4,1,1,5,100,24
43,3,3,1,3,3,1,1,2,100,24
17,3,4,2,3,1,1,1,1,100,24
40,3,3,1,3,3,1,1,2,100,24
28,3,4,1,3,2,1,1,1,100,24
50,3,3,2,2,4,1,1,4,100,24
15,4,4,1,3,1,1,1,0,100,24
38,3,4,2,3,3,1,1,2,100,24
17,3,4,1,3,2,1,1,1,100,24
40,3,3,2,3,3,1,1,2,100,24
48,3,3,2,2,4,1,1,4,100,24
49,3,3,2,2,4,1,1,4,100,24
33,3,4,1,3,3,1,1,1,100,24
23,3,4,2,3,2,2,1,1,100,24
66,2,2,1,1,4,1,1,6,100,24
70,2,2,1,1,4,1,1,6,100,24
45,3,3,1,3,4,1,1,2,100,24
30,3,4,1,3,3,1,1,1,100,24
49,3,3,2,2,4,1,1,4,100,24
26,3,4,1,3,2,1,1,1,100,24
64,3,2,2,2,4,1,1,6,100,24
60,3,2,2,2,4,1,1,5,100,24
43,3,3,1,3,3,1,1,2,100,24
61,3,2,2,2,4,1,1,5,100,24
58,3,2,1,2,4,1,1,4,100,24
33,3,4,2,3,2,1,1,2,100,24
37,3,4,2,3,3,1,1,2,100,24
56,3,2,2,2,4,1,1,5,100,24
30,3,4,1,3,3,1,1,1,100,24
61,3,2,2,2,4,1,1,5,100,24
69,2,2,1,1,4,1,1,5,100,24
21,3,4,2,2,2,2,1,1,100,24
69,2,2,1,1,4,1,1,6,100,24
60,3,2,1,2,4,1,1,4,100,24
26,3,4,1,3,2,1,1,1,100,24
32,3,4,2,3,3,1,1,2,100,24
51,2,3,2,2,4,2,1,5,100,24
59,3,2,1,2,4,1,1,5,100,24
50,3,3,2,2,4,1,1,4,100,24
24,3,4,2,3,2,1,1,1,100,24
59,3,2,1,2,4,1,1,5,100,24
57,2,2,2,2,4,1,1,5,100,24
20,3,4,1,3,2,1,1,1,100,24
36,3,3,1,3,3,1,1,1,100,24
25,3,4,2,3,2,1,1,1,100,24
27,3,4,2,2,2,2,1,2,100,24
69,2,2,2,1,4,1,1,6,100,24
59,3,2,2,2,4,1,1,5,100,24
59,3,2,1,2,4,1,1,5,100,24
62,3,2,2,2,4,1,1,5,100,24
49,3,3,1,3,4,1,1,2,100,24
42,3,3,2,3,3,1,1,2,100,24
23,3,4,2,3,2,1,1,1,100,24
31,3,4,2,3,2,1,1,1,100,24
24,3,4,2,3,2,1,1,1,100,24
48,3,3,2,2,4,1,1,4,100,24
39,3,3,2,3,3,1,1,3,100,24
72,2,2,2,1,4,1,1,6,100,24
23,3,4,2,3,2,2,1,1,100,24
23,3,4,2,3,2,1,1,1,100,24
39,3,4,2,3,3,1,1,2,100,24
35,3,4,2,3,3,1,1,2,100,24
23,3,4,1,3,2,1,1,1,100,24
27,3,4,2,3,2,1,1,2,100,24
36,3,3,1,3,3,1,1,2,100,24
28,3,4,2,3,2,2,1,2,100,24
25,3,4,2,3,2,2,1,2,100,24
67,2,2,2,1,4,1,1,6,100,24
65,3,2,1,2,4,1,1,5,100,24
41,3,3,2,3,3,1,1,2,100,24
33,3,4,2,3,3,1,1,2,100,24
40,3,3,1,3,3,1,1,2,100,24
42,3,3,2,3,3,1,1,2,100,24
42,3,3,1,3,3,1,1,2,100,24
66,3,2,1,1,4,1,1,6,100,24
63,3,2,1,2,4,1,1,5,100,24
24,3,4,2,3,2,1,1,1,100,24
19,3,4,2,3,1,2,1,1,100,24
24,3,4,2,2,2,2,1,1,100,24
67,2,2,1,1,4,1,1,5,100,24
55,3,2,1,2,4,1,1,4,100,24
46,3,3,2,3,3,1,1,3,100,24
50,3,3,1,2,4,1,1,3,100,24
53,3,2,1,2,4,1,1,3,100,24
27,3,4,2,3,2,1,1,2,100,24
40,3,3,1,3,3,1,1,2,100,24
38,3,3,1,3,3,1,1,2,100,24
32,3,4,2,3,2,1,1,2,100,24
48,3,3,1,3,4,1,1,2,100,24
61,3,2,2,2,4,1,1,5,100,24
55,3,3,2,2,4,1,1,4,100,24
17,3,4,1,3,2,1,1,1,100,24
46,3,3,1,3,3,1,1,2,100,24
44,3,3,1,3,3,1,1,2,100,24
36,3,3,1,3,3,1,1,2,100,24
29,3,4,1,3,2,1,1,1,100,24
20,3,4,2,3,1,1,1,1,100,24
34,3,4,2,3,3,1,1,2,100,24
69,2,2,1,1,4,1,1,5,100,24
62,3,2,2,2,4,1,1,5,100,24
32,3,3,1,3,3,1,1,1,100,24
43,2,3,2,2,3,3,1,4,100,24
68,2,2,2,1,4,1,1,6,100,24
50,3,3,2,2,4,1,1,4,100,24
25,2,3,2,2,2,3,1,2,100,24
22,3,4,1,3,2,1,1,1,100,24
53,3,3,2,2,4,1,1,4,100,24
44,3,3,2,2,3,2,1,4,100,24
54,3,3,2,2,4,1,1,4,100,24
46,3,3,2,3,3,1,1,2,100,24
42,3,3,1,3,3,1,1,2,100,24
63,3,2,1,2,4,1,1,5,100,24
49,2,2,2,2,4,3,1,5,100,24
23,3,4,1,3,2,1,1,1,100,24
37,3,3,2,3,3,1,1,3,100,24
25,3,4,2,3,2,2,1,2,100,24
57,3,2,1,2,4,1,1,4,100,24
44,3,3,2,2,3,2,1,3,100,24
20,4,4,1,3,2,1,1,1,100,24
42,3,3,1,3,3,1,1,2,100,24
29,3,4,2,3,2,1,1,2,100,24
31,3,4,1,3,3,1,1,1,100,24
29,3,4,2,2,2,2,1,2,100,24
62,3,2,1,2,4,1,1,5,100,24
55,3,3,2,2,4,1,1,4,100,24
75,2,2,1,1,4,1,1,6,100,24
47,3,3,2,3,3,1,1,3,100,24
34,3,4,2,3,3,1,1,2,100,24
29,3,4,1,3,2,1,1,1,100,24
43,3,3,2,3,3,1,1,3,100,24
43,3,3,1,3,3,1,1,2,100,24
61,2,2,2,2,4,1,1,6,100,24
71,2,2,1,1,4,1,1,6,100,24
29,3,4,1,3,2,1,1,1,100,24
60,3,2,1,2,4,1,1,4,100,24
43,3,3,2,3,3,1,1,3,100,24
53,3,2,1,2,4,1,1,3,100,24
35,3,4,1,3,3,1,1,2,100,24
51,3,2,1,2,4,1,1,3,100,24
22,3,4,2,3,2,1,1,1,100,24
33,3,4,2,3,3,1,1,2,100,24
22,3,4,1,3,2,1,1,1,100,24
60,3,2,1,2,4,1,1,4,100,24
53,3,2,2,2,4,1,1,5,100,24
22,3,4,2,2,2,2,1,1,100,24
46,3,3,2,3,3,1,1,2,100,24
65,2,2,1,1,4,1,1,5,100,24
22,3,4,1,3,2,1,1,1,100,24
24,3,4,1,3,2,1,1,1,100,24
29,2,3,2,2,3,3,1,2,100,24
50,3,3,1,3,4,1,1,3,100,24
58,3,2,2,2,4,1,1,5,100,24
65,3,2,2,2,4,1,1,6,100,24
15,3,4,1,3,1,1,1,1,100,24
31,3,4,1,3,2,1,1,1,100,24
50,3,3,2,2,4,1,1,4,100,24
28,3,4,2,3,2,1,1,2,100,24
36,3,4,2,3,3,1,1,2,100,24
53,3,2,1,2,4,1,1,3,100,24
62,3,2,1,2,4,1,1,5,100,24
32,3,4,1,3,3,1,1,1,100,24
16,2,4,2,2,1,3,1,1,100,24
39,3,3,1,3,3,1,1,2,100,24
46,3,3,2,2,3,1,1,3,100,24
48,3,3,2,2,4,1,1,4,100,24
25,3,4,1,3,2,1,1,1,100,24
23,3,4,2,3,2,1,1,1,100,24
50,3,3,2,2,4,1,1,3,100,24
21,3,4,1,3,2,1,1,1,100,24
23,3,4,2,3,2,1,1,1,100,24
31,3,4,2,3,2,1,1,1,100,24
23,3,4,2,3,2,1,1,1,100,24
46,3,3,1,3,4,1,1,2,100,24
62,3,2,2,2,4,1,1,5,100,24
26,3,4,1,3,2,1,1,1,100,24
23,3,4,1,3,2,1,1,1,100,24
36,3,3,1,3,3,1,1,1,100,24
65,3,2,2,2,4,1,1,6,100,24
43,3,3,2,3,3,1,1,2,100,24
32,3,4,1,3,3,1,1,1,100,24
21,3,4,1,3,2,1,1,1,100,24
15,2,4,2,2,1,3,1,0,100,24
30,3,4,1,3,3,1,1,1,100,24
69,2,2,1,1,4,1,1,6,100,24
71,2,2,1,1,4,1,1,6,100,24
46,2,3,2,2,4,2,1,4,100,24
62,3,2,1,2,4,1,1,5,100,24
30,3,4,1,3,2,1,1,1,100,24
24,3,4,1,3,2,1,1,1,100,24
35,3,4,2,3,3,1,1,2,100,24
56,2,2,2,2,4,1,1,5,100,24
16,4,4,1,3,1,1,1,0,100,24
47,3,3,2,3,3,1,1,3,100,24
26,3,4,1,3,2,1,1,1,100,24
48,2,2,2,2,4,3,1,5,100,24
24,3,4,1,3,2,1,1,1,100,24
50,3,3,1,2,4,1,1,3,100,24
53,3,2,1,3,4,1,1,3,100,24
27,3,4,2,3,2,1,1,1,100,24
30,3,4,1,3,3,1,1,1,100,24
70,2,2,2,1,4,1,1,6,100,24
33,3,4,1,3,3,1,1,1,100,24
24,3,4,2,3,2,1,1,1,100,24
35,3,4,2,3,3,1,1,2,100,24
33,3,4,2,3,2,1,1,2,100,24
48,3,3,2,3,3,1,1,3,100,24
21,3,4,1,3,2,1,1,1,100,24
46,3,3,2,3,3,1,1,2,100,24
18,3,4,2,3,1,1,1,1,100,24
36,3,3,2,3,3,2,1,3,100,24
62,2,2,2,2,4,1,1,6,100,24
38,3,3,2,3,3,2,1,3,100,24
24,3,4,1,3,2,1,1,1,100,24
25,3,4,2,3,2,1,1,1,100,24
73,2,2,1,1,4,1,1,6,100,24
73,2,2,1,1,4,1,1,6,100,24
42,3,3,1,3,3,1,1,2,100,24
27,3,4,1,3,2,1,1,1,100,24
54,3,3,2,2,4,1,1,4,100,24
39,3,3,1,3,3,1,1,2,100,24
63,3,2,2,2,4,1,1,5,100,24
67,2,2,2,1,4,1,1,6,100,24
45,3,3,1,3,3,1,1,2,100,24
66,2,2,2,1,4,1,1,6,100,24
56,3,2,1,2,4,1,1,4,100,24
31,3,4,2,3,2,1,1,2,100,24
36,3,3,2,3,3,1,1,2,100,24
67,2,2,2,1,4,1,1,6,100,24
32,3,4,1,3,3,1,1,2,100,24
56,3,2,2,2,4,1,1,5,100,24
40,3,3,1,3,3,1,1,2,100,24
20,3,4,2,2,2,2,1,1,100,24
61,3,2,1,2,4,1,1,5,100,24
49,3,3,1,3,4,1,1,3,100,24
24,3,4,1,3,2,1,1,1,100,24
26,3,4,2,3,2,1,1,2,100,24
46,3,3,2,2,3,1,1,4,100,24
67,2,2,1,1,4,1,1,6,100,24
52,3,3,2,2,4,1,1,5,100,24
23,3,4,2,3,2,1,1,1,100,24
66,3,2,1,2,4,1,1,5,100,24
45,3,3,2,2,3,2,1,4,100,24
25,3,4,1,3,2,1,1,1,100,24
38,3,3,1,3,3,1,1,2,100,24
29,3,4,2,3,2,1,1,2,100,24
31,3,3,2,2,3,2,1,2,100,24
58,2,2,2,2,4,1,1,5,100,24
58,3,2,2,2,4,1,1,5,100,24
59,3,2,1,2,4,1,1,4,100,24
45,3,3,2,3,3,1,1,3,100,24
28,3,4,1,3,2,1,1,1,100,24
36,3,4,2,3,3,1,1,2,100,24
20,3,4,2,3,1,1,1,1,100,24
30,3,4,1,3,2,1,1,1,100,24
33,3,4,1,3,3,1,1,1,100,24
39,3,4,2,3,3,1,1,2,100,24
41,3,3,2,3,3,1,1,2,100,24
68,2,2,2,1,4,1,1,6,100,24
28,3,4,2,3,2,1,1,2,100,24
19,3,4,1,3,2,1,1,1,100,24
46,3,3,2,3,3,1,1,3,100,24
38,3,3,2,3,3,1,1,2,100,24
23,3,4,1,3,2,1,1,1,100,24
28,3,4,2,3,2,1,1,1,100,24
34,3,4,1,3,3,1,1,2,100,24
50,3,3,2,2,4,2,1,4,100,24
46,3,3,2,2,3,2,1,4,100,24
65,2,2,2,1,4,1,1,6,100,24
61,3,2,1,2,4,1,1,5,100,24
27,3,4,2,3,2,1,1,2,100,24
55,3,3,2,2,4,1,1,4,100,24
25,3,4,1,3,2,1,1,1,100,24
42,3,3,2,3,3,1,1,2,100,24
33,3,4,1,3,2,1,1,1,100,24
63,3,2,2,2,4,1,1,6,100,24
56,3,2,1,2,4,1,1,3,100,24
36,3,3,1,3,3,1,1,1,100,24
22,3,4,1,3,2,1,1,1,100,24
30,3,4,2,3,2,2,1,2,100,24
70,2,2,1,1,4,1,1,5,100,24
43,3,3,1,3,3,1,1,2,100,24
45,3,3,2,2,3,2,1,3,100,24
66,3,2,1,1,4,1,1,5,100,24
42,3,3,1,3,3,1,1,2,100,24
28,3,4,2,3,2,1,1,1,100,24
43,3,3,1,3,4,1,1,2,100,24
23,3,4,2,3,2,1,1,1,100,24
39,3,4,2,3,3,1,1,2,100,24
62,3,2,1,2,4,1,1,5,100,24
57,3,2,2,2,4,1,1,5,100,24
50,3,3,2,2,4,1,1,4,100,24
18,3,4,1,3,2,1,1,1,100,24
42,3,3,1,3,3,1,1,2,100,24
27,3,4,1,3,2,1,1,1,100,24
42,3,3,1,3,3,1,1,2,100,24
38,3,3,1,3,3,1,1,1,100,24
16,3,4,2,2,1,2,1,1,100,24
20,3,4,2,2,2,2,1,1,100,24
54,3,3,2,2,4,1,1,4,100,24
58,3,2,2,2,4,1,1,5,100,24
21,3,4,1,3,2,1,1,1,100,24
50,3,3,2,2,4,1,1,4,100,24
62,3,2,2,2,4,1,1,5,100,24
49,3,3,2,3,3,1,1,3,100,24
23,3,4,2,3,2,2,1,1,100,24
28,3,4,1,3,2,1,1,1,100,24
56,3,2,2,2,4,1,1,5,100,24
54,3,3,2,2,4,1,1,5,100,24
52,3,3,2,2,4,1,1,3,100,24
36,3,3,1,3,3,1,1,1,100,24
22,3,4,1,3,2,1,1,1,100,24
66,2,2,1,1,4,1,1,6,100,24
39,3,3,2,2,3,2,1,3,100,24
29,3,4,1,3,2,1,1,1,100,24
28,3,4,2,3,2,1,1,2,100,24
25,3,4,2,3,2,1,1,1,100,24
63,3,2,1,2,4,1,1,5,100,24
32,3,3,2,3,3,2,1,2,100,24
13,3,4,1,3,1,1,1,1,100,24
44,3,3,1,3,4,1,1,2,100,24
50,3,3,2,2,4,1,1,4,100,24
34,3,4,1,3,3,1,1,2,100,24
17,3,4,2,3,1,1,1,1,100,24
70,2,2,1,1,4,1,1,6,100,24
48,3,3,2,2,4,2,1,4,100,24
59,3,2,1,2,4,1,1,4,100,24
33,3,4,2,3,3,1,1,2,100,24
27,3,4,2,3,2,1,1,2,100,24
23,3,4,1,3,2,1,1,1,100,24
44,3,3,2,3,3,1,1,2,100,24
45,3,3,1,3,4,1,1,2,100,24
70,2,2,2,1,4,1,1,6,100,24
71,2,2,1,1,4,1,1,6,100,24
30,3,4,1,3,3,1,1,1,100,24
58,3,2,1,2,4,1,1,4,100,24
43,3,3,2,3,3,1,1,3,100,24
60,3,2,1,2,4,1,1,4,100,24
28,3,4,1,3,2,1,1,1,100,24
51,3,3,1,3,4,1,1,2,100,24
26,3,4,2,3,2,1,1,2,100,24
15,3,4,2,3,1,1,1,1,100,24
22,3,4,1,3,2,1,1,1,100,24
49,3,3,1,3,4,1,1,3,100,24
53,3,3,2,2,4,1,1,4,100,24
17,2,4,2,2,2,3,1,1,100,24
47,3,3,2,3,3,1,1,3,100,24
71,2,2,1,1,4,1,1,6,100,24
31,3,4,1,3,3,1,1,1,100,24
29,3,4,1,3,2,1,1,1,100,24
22,3,4,2,3,2,2,1,1,100,24
47,3,3,1,3,4,1,1,2,100,24
60,3,2,2,2,4,1,1,5,100,24
64,2,2,2,1,4,1,1,6,100,24
24,3,4,1,3,2,1,1,1,100,24
28,3,4,1,3,2,1,1,1,100,24
69,2,2,2,1,4,1,1,6,100,24
40,3,3,2,2,3,2,1,3,100,24
36,3,4,2,3,3,1,1,2,100,24
64,3,2,1,1,4,1,1,5,100,24
58,3,2,1,2,4,1,1,4,100,24
32,3,4,2,3,2,1,1,2,100,24
16,3,4,2,2,1,2,1,1,100,24
47,3,3,1,3,4,1,1,2,100,24
36,3,4,2,3,3,1,1,2,100,24
55,3,2,2,2,4,1,1,5,100,24
34,3,4,1,3,3,1,1,2,100,24
37,3,4,2,3,3,1,1,2,100,24
58,3,2,2,2,4,1,1,5,100,24
31,3,4,1,3,3,1,1,1,100,24
37,3,4,2,3,3,1,1,2,100,24
21,4,4,1,3,2,1,1,1,100,24
37,3,3,2,3,3,1,1,3,100,24
27,3,4,1,3,2,1,1,1,100,24
39,3,3,2,3,3,1,1,2,100,24
43,3,3,1,3,3,1,1,2,100,24
27,3,4,1,3,2,1,1,1,100,24
25,3,4,1,3,2,1,1,1,100,24
67,2,2,2,1,4,1,1,6,100,24
37,3,4,2,3,3,1,1,2,100,24
23,3,4,1,3,2,1,1,1,100,24
16,3,4,1,3,1,1,1,1,100,24
17,3,4,2,2,1,2,1,1,100,24
13,4,4,1,3,1,1,1,0,100,24
61,3,2,1,2,4,1,1,5,100,24
61,3,2,1,2,4,1,1,5,100,24
47,3,3,2,2,4,1,1,4,100,24
59,3,2,1,2,4,1,1,5,100,24
42,3,3,2,3,3,1,1,2,100,24
21,3,4,1,3,2,1,1,1,100,24
42,3,3,1,3,3,1,1,2,100,24
50,3,3,2,2,4,1,1,4,100,24
19,3,4,1,3,2,1,1,1,100,24
35,3,3,2,2,3,2,1,3,100,24
27,3,4,1,3,2,1,1,1,100,24
58,2,2,2,2,4,2,1,5,100,24
19,3,4,1,3,2,1,1,1,100,24
38,3,3,1,3,3,1,1,2,100,24
48,3,3,1,3,4,1,1,3,100,24
23,3,4,2,3,2,1,1,1,100,24
26,3,4,1,3,2,1,1,1,100,24
62,2,2,2,2,4,1,1,6,100,24
26,3,4,1,3,2,1,1,1,100,24
29,3,4,1,3,2,1,1,1,100,24
33,3,4,1,3,3,1,1,1,100,24
22,3,4,1,3,2,1,1,1,100,24
55,3,2,1,2,4,1,1,4,100,24
19,3,4,1,3,2,1,1,1,100,24
25,3,4,1,3,2,1,1,1,100,24
22,3,4,1,3,2,1,1,1,100,24
48,3,3,2,2,4,2,1,4,100,24
55,3,2,2,2,4,1,1,5,100,24
55,3,3,2,2,4,1,1,4,100,24
31,3,4,1,3,3,1,1,1,100,24
20,3,4,2,3,1,2,1,1,100,24
73,2,2,1,1,4,1,1,6,100,24
64,3,2,1,1,4,1,1,5,100,24
27,3,4,1,3,2,1,1,1,100,24
32,3,4,1,3,3,1,1,1,100,24
41,3,3,2,3,3,1,1,3,100,24
21,3,4,1,3,2,1,1,1,100,24
64,2,2,2,1,4,1,1,6,100,24
61,3,2,2,2,4,1,1,5,100,24
43,3,3,1,3,3,1,1,2,100,24
52,3,3,2,2,4,1,1,4,100,24
59,3,2,1,2,4,1,1,4,100,24
24,3,4,2,3,2,1,1,1,100,24
24,3,4,2,3,2,1,1,1,100,24
67,3,2,2,1,4,1,1,6,100,24
41,3,3,2,3,3,1,1,2,100,24
70,2,2,2,1,4,1,1,6,100,24
53,3,2,1,2,4,1,1,3,100,24
21,2,3,2,2,2,3,1,1,100,24
67,2,2,1,1,4,1,1,6,100,24
76,2,2,1,1,4,1,1,6,100,24
16,3,4,1,3,1,1,1,1,100,24
30,3,4,2,3,2,1,1,2,100,24
53,2,2,2,1,4,3,1,5,100,24
66,3,2,2,1,4,1,1,6,100,24
68,2,2,2,1,4,1,1,6,100,24
35,3,4,2,3,3,1,1,2,100,24
59,3,2,1,2,4,1,1,4,100,24
59,3,2,2,2,4,1,1,5,100,24
19,3,4,1,3,2,1,1,1,100,24
53,3,2,1,2,4,1,1,3,100,24
18,3,4,2,3,1,2,1,1,100,24
36,3,3,2,3,3,1,1,2,100,24
61,2,2,2,2,4,1,1,6,100,24
58,3,2,2,2,4,1,1,5,100,24
50,3,3,1,3,4,1,1,2,100,24
57,3,2,2,2,4,1,1,4,100,24
43,3,3,1,3,3,1,1,2,100,24
54,3,3,2,2,4,1,1,5,100,24
19,3,4,2,3,1,1,1,1,100,24
28,3,4,2,3,2,2,1,2,100,24
43,3,3,1,3,3,1,1,2,100,24
28,3,3,2,2,2,3,1,2,100,24
53,3,3,2,2,4,1,1,4,100,24
60,3,2,2,2,4,1,1,5,100,24
20,3,4,2,3,1,1,1,1,100,24
34,3,4,2,3,3,1,1,2,100,24
41,3,3,2,3,3,1,1,2,100,24
40,3,3,2,3,3,1,1,2,100,24
15,3,4,1,3,1,1,1,1,100,24
31,3,4,2,3,2,1,1,2,100,24
49,3,3,1,3,4,1,1,3,100,24
23,3,4,2,2,2,2,1,1,100,24
26,2,3,2,2,2,3,1,2,100,24
51,3,3,2,2,4,1,1,4,100,24
64,3,2,1,1,4,1,1,5,100,24
28,3,4,2,3,2,1,1,2,100,24
45,3,3,2,3,3,1,1,3,100,24
30,3,4,1,3,2,1,1,1,100,24
37,3,4,2,3,3,1,1,2,100,24
18,3,4,1,3,2,1,1,1,100,24
62,2,2,2,1,4,1,1,6,100,24
62,3,2,1,2,4,1,1,5,100,24
26,3,4,1,3,2,1,1,1,100,24
24,3,4,2,3,2,1,1,1,100,24
31,3,4,2,3,2,1,1,2,100,24
69,2,2,1,1,4,1,1,5,100,24
37,3,4,1,3,3,1,1,2,100,24
41,3,3,2,3,3,1,1,2,100,24
67,2,2,1,1,4,1,1,5,100,24
46,3,3,1,3,4,1,1,2,100,24
31,3,4,2,3,2,1,1,1,100,24
61,3,2,1,2,4,1,1,5,100,24
53,3,2,1,2,4,1,1,3,100,24
35,3,4,2,3,3,1,1,2,100,24
52,3,2,1,2,4,1,1,3,100,24
68,2,2,2,1,4,1,1,6,100,24
37,3,4,2,3,3,1,1,2,100,24
19,3,4,1,3,2,1,1,1,100,24
49,3,3,1,3,4,1,1,3,100,24
39,3,3,1,3,3,1,1,2,100,24
46,3,3,1,3,4,1,1,3,100,24
27,3,4,1,3,2,1,1,1,100,24
20,3,4,2,3,1,1,1,1,100,24
25,3,4,2,3,2,1,1,1,100,24
60,3,2,1,2,4,1,1,4,100,24
64,2,2,2,2,4,1,1,6,100,24
26,3,4,1,3,2,1,1,1,100,24
47,2,3,2,2,4,2,1,4,100,24
